,created_at,location,user,text
0,Mon Nov 01 06:53:07 +0000 2021,"Jakarta, Indonesia",Bisniscom,"Transaksi Broker Saham Sepanjang Oktober 2021 Tembus Rp681,65 Triliun https://t.co/RImGKmPB0L"
0,Mon Nov 01 06:39:09 +0000 2021,Jakarta,kompascom,"Saham PT Formosa Ingredient Factory Tbk (BOBA) melesat 25 persen di level Rp 350 per saham, naik 70 poin dari harga… https://t.co/cMKl18uGs6"
0,Mon Nov 01 06:33:54 +0000 2021,"Indonesia, Bandung",adrifzn,Farhan saham
0,Mon Nov 01 06:32:49 +0000 2021,"Jakarta Selatan, DKI Jakarta",bantuaminin,@collegemenfess aku maunya dikasih saham pas nnti wisuda xixixi
0,Mon Nov 01 06:23:47 +0000 2021,Jakarta selatan,ibnupurna,"Nama Menko Luhut BPdiduga ada dlm lingkaran bisnis PCR. Majalah Tempo edisi 1 November 2021 menulis, dua perusahaan… https://t.co/67nwZNEM7P"
0,Mon Nov 01 06:23:13 +0000 2021,"DKI Jakarta, Indonesia",kevinzulfiqar,"@Saham_fess Ajaib, pake reveral @swawasul"
0,Mon Nov 01 06:14:55 +0000 2021,Jakarta,bareksacom,"#BareksaInsights hari ini

Pekan terakhir Oktober, Indeks Saham (IHSG) ditutup melemah tipis. Munculnya isu global… https://t.co/M0VB7figDS"
0,Mon Nov 01 06:09:44 +0000 2021,"Bekasi, Jawa Barat",alfankhudori99,@worksfess Mau diajakin diskusi saham kak
0,Mon Nov 01 06:06:49 +0000 2021,Bekasi,andripurnamajat,@Yitno57 @HyEvan1 @Nicho_Silalahi @FerdinandHaean3 @jokowi Yang untung  itu freeport...nah dividen ats kepemilikan… https://t.co/Q7cPeDLUsS
0,Mon Nov 01 05:52:09 +0000 2021,Bekasi,andripurnamajat,"@Yitno57 @HyEvan1 @Nicho_Silalahi @FerdinandHaean3 @jokowi Buahahaa....coba buktikam bacot luh..??

coba test otak.… https://t.co/BDcYNpHHsG"
0,Mon Nov 01 05:51:30 +0000 2021,Semarang,psyycamore,"@nksthi @bankbsi_id Gaji 2 digit ya (tahun depan aminn) udah gw planning buat ditabung sbg dana darurat, asuransi k… https://t.co/KB0t3t1mYH"
0,Mon Nov 01 05:51:22 +0000 2021,"Bandung, Jawa Barat",ourgils,@menfesssyg di kasih saham
0,Mon Nov 01 05:49:37 +0000 2021,Bekasi,andripurnamajat,@Yitno57 @HyEvan1 @Nicho_Silalahi @FerdinandHaean3 @jokowi Berita 2019..bos inalum sbt bhw freeport ga akan memberi… https://t.co/TLFWpmcZWt
0,Mon Nov 01 05:48:08 +0000 2021,"Kota Bandung, Jawa Barat",XinnamonRwol,@payungsenjaa Beli saham
0,Mon Nov 01 05:47:54 +0000 2021,"Jakarta, Indonesia",InvestorID,"Indeks Sesi I Menguat, Saham BOBA Pimpin Top Gainers https://t.co/AyPpi348Hj"
0,Mon Nov 01 05:45:00 +0000 2021,"Jakarta, Indonesia",beritaKBR,"BBCA resmi stock split alias mecah saham dgn rasio 1:5.

Ada yang happy tapi ga sedikit juga yang salty. 

Nah, dua… https://t.co/fU9mafRnEe"
0,Mon Nov 01 05:41:09 +0000 2021,Jakarta,dickrahar,"Seperti kebiasaan  orba, di mana ada perusahaan  strategis pasti ada pemegang saham 10-15% cuma2 utk pejabat atau a… https://t.co/m9BfFigo9K"
0,Mon Nov 01 05:36:32 +0000 2021,Jawa barat,lemaklembut,"@nanidlot @bankbsi_id Punya cukup tabungan darurat, Punya investasi berupa tanah ataupun saham. #TerimaKasihSahabatBSI"
0,Mon Nov 01 05:35:00 +0000 2021,"DKI Jakarta, Indonesia",Ariestanabirah,Pasti punya sih secara logika 😅. Karena rakyat kecil tahu apa soal saham PCR 🙃 https://t.co/AnJRaw1Pa0
0,Mon Nov 01 05:33:01 +0000 2021,"Bekasi, Jawa Barat",sebelahkangayam,"pas berangkat kepanasan, pulang keujanan, ditengah jalan jatoh, saham turun

debes lah hari ini"
0,Mon Nov 01 05:32:27 +0000 2021,sleman,warasXwaras,@mas_pedro nembe kesel mas.ben day daynan dewe seng due saham.wkwkwk
0,Mon Nov 01 05:25:59 +0000 2021,Jawa barat,lemaklembut,"@mrndalstr @bankbsi_id Bikin usaha, Investasi ke saham-saham, dan gk akan checkout Shoppe. #TerimaKasihSahabatBSI"
0,Mon Nov 01 05:25:03 +0000 2021,"Jakarta, Indonesia",Bisniscom,"Saham BUKA TLKM Dilego Asing, Penguatan IHSG Terbatas https://t.co/stYoLFSXns"
0,Mon Nov 01 05:24:35 +0000 2021,"Jakarta Selatan, DKI Jakarta",KZulifatul,"@reezalIl @investorreceh @Saham_fess Ga rata ya Bund, aku ask 185 lot dpt 13 lot aja"
0,Mon Nov 01 05:22:51 +0000 2021,"Purbalingga, Indonesia",rbbyasalah,welcome november. semoga orderan naik. semoga windows dressing saham gw naik. ahelah kayaknya tyda terlalu susah
0,Mon Nov 01 05:12:27 +0000 2021,"Cibinong, Indonesia",makhluk_hidup25,@nksthi @bankbsi_id Investasi saham wkwkwk
0,Mon Nov 01 05:11:13 +0000 2021,"Yogyakarta, ID ",bangnapis,@profesor_saham Lahh skrg udah ganti arah 🤣
0,Mon Nov 01 05:10:56 +0000 2021,Pekalongan,Hayati909,@Saham_fess Bibit aja banyak promo 😁
0,Mon Nov 01 05:08:46 +0000 2021,Brebes - Jakarta,dybaleee,@profesor_saham ngertisaham scalping juga? 😅
0,Mon Nov 01 05:08:34 +0000 2021,Bogor - Jakarta,feldhen,@evieeae Bajingan saham ku dmna” dong
0,Mon Nov 01 05:08:01 +0000 2021,"Bandar Lampung, Lampung",Diqacangin_,@Saham_fess di seasonality https://t.co/6i4VZOSlRh
0,Mon Nov 01 05:05:19 +0000 2021,semarang,ocnn_,@nksthi @bankbsi_id buat beli saham GGRM #TerimaKasihSahabatBSI
0,Mon Nov 01 05:01:05 +0000 2021,"Bandung, Indonesia",bestprofitbdg,"IHSG Menghijau, Investor Asing Buru Saham https://t.co/fHdDVSVxzX"
0,Mon Nov 01 04:59:59 +0000 2021,"Bandung, Indonesia",bestprofitbdg,"Saham Asia Semringah, Indeks Nikkei Jepang https://t.co/FegvUlNVfP"
0,Mon Nov 01 04:51:51 +0000 2021,"Bandung, Jawa Barat",drivethrumcdon,menunggu saham saham berjatuhan bulan november
0,Mon Nov 01 04:46:29 +0000 2021,"Surakarta, Jawa Tengah",sejarahkitacom,"dan paling lama dalam sejarah industri barat. Di Amerika Serikat, depresi ekonomi terjadi ketika jatuhnya pasar mod… https://t.co/flv4KK5l4t"
0,Mon Nov 01 04:45:33 +0000 2021,"Jakarta, Indonesia",Bisniscom,"IHSG Naik Sesi I, Investor Asing Incar Saham BBRI ITMG https://t.co/SIk5EI7RJa"
0,Mon Nov 01 04:40:30 +0000 2021,Bandung - Jawa Barat,putrisals,@Saham_fess Hold besok baru TP
0,Mon Nov 01 04:33:56 +0000 2021,"Jakarta, Indonesia",AndreasMarbun_,"@107aWvS saham Stoic

setelah beli dan punya saham itu, pasti langsung askesis setiap saat.."
0,Mon Nov 01 04:32:57 +0000 2021,"Jakarta, Indonesia",InvestorID,"9 Saham Masuk Daftar Margin Trading, 3 Terpental https://t.co/L7hLgFHPX0 https://t.co/y5r85WKbwT"
0,Mon Nov 01 04:28:02 +0000 2021,Jakarta,trenasia_com,Saham Boba King Laris Manis! Melesat 25 Persen pada Perdagangan Perdana https://t.co/ZgYfCDlcSO
0,Mon Nov 01 04:25:32 +0000 2021,"Jakarta, Indonesia",Bisniscom,Saham-Saham BUMN Prospektif saat IHSG Melaju https://t.co/OZj8ZnOfqc
0,Mon Nov 01 04:20:17 +0000 2021,Surakarta,negotivisme,@Saham_fess Cari tau sendiri aja lewat pengalaman. Kirim menfes begini banyak buzer.
0,Mon Nov 01 04:16:03 +0000 2021,"Jawa Tengah, Indonesia",poundstarving,"@Saham_fess Kalau saham, prefer bareksa. Soalnya di bibit pilihannya masih terbatas banget. Tapi kalau masih pemula… https://t.co/rzm0gwyg8N"
0,Mon Nov 01 04:15:44 +0000 2021,"Pati, Indonesia",frizkiramadhani,@Saham_fess Aku pribadi prefer ke Bibit
0,Mon Nov 01 04:15:00 +0000 2021,"Jakarta Selatan, DKI Jakarta",limapagi_,"#LIMAPAGI - Indeks Harga Saham Gabungan (IHSG) masuk zona hijau pada perdagangan, Senin 1 November 2021. Saat dibuk… https://t.co/Q8kL1xiu3d"
0,Mon Nov 01 04:14:16 +0000 2021,"Jakarta Selatan, DKI Jakarta",JKTDSolusi,"WELCOME MICROSOFT ""RAJA TEKNOLOGI TERKAYA DUNIA""

Berdasarkan penutupan bursa saham Amerika pada pekan lalu, kapita… https://t.co/ITdLP43TTB"
0,Mon Nov 01 04:14:14 +0000 2021,"DKI Jakarta, Indonesia",eDzulfikar,@Saham_fess Prefer bibit sih secara UI bagus banget hehehe
0,Mon Nov 01 04:11:43 +0000 2021,"Kediri, Jawa Timur, Indonesia",nurikarw,"@KediriFess 30% Invest
20% Usaha
Invest iso macem2. Lek 30%mu iku gae keperluan jangka pendek, invest ndk RDPU, lek… https://t.co/riJegqLLQ7"
0,Mon Nov 01 04:07:12 +0000 2021,Jakarta,dzekkkk,@Saham_fess no
0,Mon Nov 01 04:00:14 +0000 2021,"Depok, Jawa Barat",satyaangga0102,"3. Kinerja portfolio saham berikut pandangan singkat mengenai tiap emiten; dan

4. Rencana pembentukan badan usaha… https://t.co/wGhNGoKWEL"
0,Mon Nov 01 04:00:14 +0000 2021,"Depok, Jawa Barat",satyaangga0102,"1. Gambaran umum mengenai pasar saham di Indonesia tahun ini;

2. Metode kerja yang kami jalankan selama hampir 2 tahun ini;"
0,Mon Nov 01 03:56:45 +0000 2021,Kediri,itsmeicelll,"@KediriFess separo buat invest saham, separo buat usaha yg sekirane org2 lagi pd suka / lg trend nder"
0,Mon Nov 01 03:52:28 +0000 2021,"Bandung, Jawa Barat",potensi_bisnis,"Prediksi IHSG Hari Ini Menguat, Berikut Rekomendasi Saham pada Awal Pekan https://t.co/o9LqvJHFyv"
0,Mon Nov 01 03:45:19 +0000 2021,Jakarta - Indonesia,mediaindonesia,"INDEKS Harga Saham Gabungan, Senin (1/11) dibuka pada level 6.618,12 dari penutupan pekan lalu di level 6,591.34.  https://t.co/2PKSp6BL9W"
0,Mon Nov 01 03:43:54 +0000 2021,purwokerto,IndahMhranii,Udah tiga bulan ga pernah buka porto. Dah bodo amat mau rugi apa untung. Hari ini coba buka dan ternyata ada satu s… https://t.co/Hn45Rbc3jG
0,Mon Nov 01 03:42:54 +0000 2021,Jakarta,theiconomic,"Perusahaan yang bergerak di industri makanan dan minuman PT Formosa Ingredient Factory Tbk, dengan merek dagang Bob… https://t.co/nOzmbMjCCk"
0,Mon Nov 01 03:40:52 +0000 2021,"Bekasi Timur, Indonesia",cancerian1407,@Saham_fess Yatapi kalo RUPS lumayan souvenirnya
0,Mon Nov 01 03:40:00 +0000 2021,Bogor,ari3fharel,@Saham_fess Kata kata na.
0,Mon Nov 01 03:31:30 +0000 2021,"Bandung, Jawa Barat",endaarsyad,"@PartaiSocmed Bener tum banyak group mengatasnamakan investasi padahal penipuan, akhirnya yg tercoreng itu investas… https://t.co/cNwZB06kfn"
0,Mon Nov 01 03:31:03 +0000 2021,"Banyumas, Jawa Tengah",Fadhil_Amrulloh,"@Saham_fess Kujual sementara di angka 4260, cuan dikit
Ntar bulan ini beli lagi dengan harapan cuan melimpah di WD"
0,Mon Nov 01 03:29:40 +0000 2021,"Nganjuk, Indonesia",IchwanBae,@Saham_fess Jngn beli cma modal katanya. Dia bilang gitu supaya lu beli dia yg jualan
0,Mon Nov 01 03:20:51 +0000 2021,"DKI Jakarta, Indonesia",AriefHuszein,"Alhamdulillah masih bisa konsisten terus buat nabung uang buat beli saham tiap awal bulan

Nabung untuk beli saham… https://t.co/JGMDFQYvgV"
0,Mon Nov 01 03:18:15 +0000 2021,"Jakarta, Indonesia",sitompulfahmi,@profesor_saham Kok gak nge-tag influencernya ?..😅
0,Mon Nov 01 03:13:01 +0000 2021,"Bali, Indonesia",Misterioo_02,@missingdystopia Saham
0,Mon Nov 01 03:12:26 +0000 2021,"Kota Surabaya, Jawa Timur",ErickFernandoW,@Cidhuk @Saham_fess Korban pom-pom 🤣
0,Mon Nov 01 03:05:00 +0000 2021,Jakarta,Media_Asuransi,"MARKET REVIEW: 4 Sektor Ini Catat Pendapatan Kuat di Kuartal III/2021
https://t.co/3Gopdofl5c

|Baca juga: IHSG Ber… https://t.co/e29zk1fbvH"
0,Mon Nov 01 03:03:21 +0000 2021,"Wonogiri, Indonesia",pulangbentar,@Saham_fess iya
0,Mon Nov 01 03:02:16 +0000 2021,"Jakarta, Indonesia",Askrlfess,[askrl] yg masih mahasiswa dan udh mulai invest saham kalian pake sekuritas apa? kalo boleh sekalian kasih review s… https://t.co/E1epy8Y8RD
0,Mon Nov 01 03:01:00 +0000 2021,Jakarta - Indonesia,IndonesianIR,"Convertible Bonds: Obligasi yang selain memiliki sifat obligasi biasa seperti bunga tetap, pelunasan setelah jangka… https://t.co/VH1G89qFZc"
0,Mon Nov 01 03:00:18 +0000 2021,Jakarta,jokoanwar,Penasaran. Apakah ada oknum pejabat yang punya saham di bisnis tes PCR? Nanya lho ini. Masih boleh bertanya kan di republik ini?
0,Mon Nov 01 02:59:20 +0000 2021,"Surakarta, Jawa Tengah",tsjatiningtyas,@yudiwbs_saham @nuicemedia Ah gitu.
0,Mon Nov 01 02:56:06 +0000 2021,"Cengkareng, Indonesia",firmanpocofiabl,@collegemenfess Saham bbca
0,Mon Nov 01 02:54:34 +0000 2021,Central Java,anindittoo,@Saham_fess Gotrade
0,Mon Nov 01 02:52:15 +0000 2021,"Jakarta, Indonesia",republikaonline,"IHSG menguat ke level 6.618,12 seiring dengan naiknya bursa saham global https://t.co/iz56cyDi2T"
0,Mon Nov 01 02:51:43 +0000 2021,"Jakarta, Indonesia",IDX_BEI,IDXUpdate Pencatatan Perdana Saham PT Formosa Ingredient Factory Tbk. (Kode Saham: BOBA) akan dicatatkan di BEI. Sa… https://t.co/sN7j4BoA8B
0,Mon Nov 01 02:48:29 +0000 2021,Jakarta,JLiquorwested,"@Saham_fess BQ alias koins, agar bisa menjadi scalper"
0,Mon Nov 01 02:46:03 +0000 2021,Jakarta,trenasia_com,"Peluang IHSG Menguat, Simak Rekomendasi Saham NH Korindo 1 November 2021 https://t.co/98zj5Ec0WR"
0,Mon Nov 01 02:46:02 +0000 2021,Semarang - Jakarta,favophs,@Saham_fess duit nder
0,Mon Nov 01 02:42:49 +0000 2021,"Jakarta, Indonesia",fratertelo,@Dennysiregar7 bantuin dikit-dikit gak apalah lah biar tambah kaya pemegang saham nya tu
0,Mon Nov 01 02:42:38 +0000 2021,"Semarang, Jawa Tengah",msmiftaa,"Yuk download Ajaib untuk investasi saham dan reksa dana! Mudah, cepat, dan terdaftar di OJK. Dapatkan HADIAH SAHAM… https://t.co/as7p0TAGNP"
0,Mon Nov 01 02:40:35 +0000 2021,"Jakarta, Indonesia",pusatforex_com,Berita Indeks Saham Hari Ini : https://t.co/9muuW1hLvm
0,Mon Nov 01 02:40:13 +0000 2021,"Kulon Progo, Yogyakarta",juliusandikaa,@Saham_fess Ada lur
0,Mon Nov 01 02:32:33 +0000 2021,Jakarta,trenasia_com,"IHSG Rawan Tekanan Masuk Awal Bulan, Cek Rekomendasi Saham Indosurya Hari Ini https://t.co/ywkl6HyTyo"
0,Mon Nov 01 02:25:35 +0000 2021,"Jakarta, Indonesia",Bisniscom,"Saham Big Caps Melaju, Indeks Bisnis-27 Menguat Awal November https://t.co/DFh9N5T8P2"
0,Mon Nov 01 02:25:33 +0000 2021,"Jakarta, Indonesia",Bisniscom,"Baru Melantai di Bursa, Saham Formosa Ingredient (BOBA) Melambung 25 Persen! https://t.co/jKo058C5Qb"
0,Mon Nov 01 02:23:58 +0000 2021,Jakarta,lidaufa,"@indopremier ini kok saham boba saya belum masuk ya, padahal dpt penjatahan dan uangnya udah dipotong. sudah logout… https://t.co/CaijsRJ9jv"
0,Mon Nov 01 02:19:38 +0000 2021,Surakarta,negotivisme,"@Saham_fess Ngga, agak beda. Bisa beli 1 share setiap saham. Misal per share harga $100 yauda dapet 1. Tp beberapa… https://t.co/TjrTOxzwa2"
0,Mon Nov 01 02:14:42 +0000 2021,"Pati, Indonesia",frizkiramadhani,@Saham_fess Pake Gotrade
0,Mon Nov 01 02:14:09 +0000 2021,Yogyakarta,Giri021,Mungkin VAR kudu dialog sama Filipo Inzaghi.Batas offside &amp; tidak itu bagaimana? Untung away iso menang. Tur ora on… https://t.co/yBJ1IOGR2g
0,Mon Nov 01 02:12:02 +0000 2021,"Jakarta, Indonesia",Bisniscom,"IHSG Naik Tembus 6.600, Saham BBRI BBCA Jadi Incaran Investor Asing https://t.co/d2CYGbbBu2"
0,Mon Nov 01 02:11:45 +0000 2021,Semarang - Jakarta,favophs,@Saham_fess gotrade
0,Mon Nov 01 02:08:06 +0000 2021,Jkt,ririfintt,"@collegemenfess udahh, saham pake ajaib dan langsung ke trading krn mau belajar lebih soal itu dan emang menarik bg… https://t.co/4uQp3yAKn6"
0,Mon Nov 01 02:05:36 +0000 2021,"Jakarta, Indonesia",detikfinance,Indeks Harga Saham Gabungan (IHSG) pagi ini dibuka hijau. Pergerakan IHSG kembali menguat setelah kemarin ditutup n… https://t.co/lXrbWy2XyT
0,Mon Nov 01 02:05:23 +0000 2021,Jakarta Indonesia,liputan6dotcom,Indeks Nikkei naik dua persen dan pimpin penguatan di Bursa Saham Asia https://t.co/70ecSl03LJ
0,Mon Nov 01 02:04:14 +0000 2021,Jakarta - Indonesia,mediaindonesia,"SAHAM-saham Jepang melonjak pada awal perdagangan Senin pagi (1/11), dengan Nikkei mencapai level tertinggi satu bu… https://t.co/5msqYMFsMB"
0,Mon Nov 01 01:59:11 +0000 2021,"Jakarta, Indonesia",detikfinance,IHSG diprediksi menguat terbatas. https://t.co/kDFjqFlfEm
0,Mon Nov 01 01:58:33 +0000 2021,"Jakarta, Indonesia",Bisniscom,"IHSG Incar Rekor Tertinggi 6.693, Saham-Saham Ini Masuk Radar https://t.co/1b057FKtYC"
0,Mon Nov 01 01:47:42 +0000 2021,Jakarta,Media_Asuransi,"MARKET BRIEF: Bursa Saham AS Kembali Cetak Rekor
https://t.co/x105SGpGsb

|Baca juga: MARKET REVIEW: Mayoritas Data… https://t.co/0UAnSMcVTb"
0,Mon Nov 01 01:37:10 +0000 2021,"Bandar Lampung, Lampung",Diqacangin_,"@Saham_fess kode emiten disensor, tapi linknya ga disensor. keliatan tuh mari nder wkwkw"
0,Mon Nov 01 01:34:33 +0000 2021,Jakarta,trenasia_com,"IHSG Diprediksi Uji Resistence Awali November, Rekomendasi Saham BRMS, TINS, ERAA, dan BBKP https://t.co/DTCDcXUx4s"
0,Mon Nov 01 01:34:15 +0000 2021,"Bekasi Timur, Indonesia",Pututadhikoma19,"Yuk download Ajaib untuk investasi saham dan reksa dana! Mudah, cepat, dan terdaftar di OJK. Dapatkan HADIAH SAHAM… https://t.co/y44SorCQMi"
0,Mon Nov 01 01:28:33 +0000 2021,Jakarta,pinarta,@liputan6dotcom Suruh beli saham GIAA!
0,Mon Nov 01 01:26:43 +0000 2021,Bekasi,AnalisaJkse,"🔥SUPERSTOCK Update,
Berikut adalah daftar saham saham yang terdeteksi terjadi big akumulasi, 
⭐️dengan harga yg mas… https://t.co/D6uNNkU0VB"
0,Mon Nov 01 01:22:31 +0000 2021,"Yogyakarta, Indonesia",Ekaberkokok,"@Saham_fess Wajib nder...nanti pas log in, pasti muncul permintaan ganti pin &amp; password"
0,Mon Nov 01 01:17:49 +0000 2021,"Surakarta, Jawa Tengah",PencopetIHSG,@Saham_fess Ini shm BOLA bulan?
0,Mon Nov 01 01:16:40 +0000 2021,"Jakarta, Indonesia",InvestorID,Investor Saham Menunggu Panen Rayarnrn  https://t.co/fqdR3Rb7WD https://t.co/ch4fsPzxFM
0,Mon Nov 01 01:07:26 +0000 2021,Jakarta,equityworldjaka,"Equityworld Futures | Senin Pagi, Mayoritas Saham Asia Pasifik Dibuka Menguat https://t.co/wuBOGZlexF"
0,Mon Nov 01 00:59:03 +0000 2021,Jakarta,Konfrontasi_co,"Soal Persoalan Garuda, Peter F Gontha Sebut BUMN Semaunya Sendiri dan Tak Pernah Konsultasi dengan Pemegang Saham https://t.co/eYwua1qVpM"
0,Mon Nov 01 00:52:57 +0000 2021,"Jakarta Pusat, DKI Jakarta",SINDOnews,"Saham-saham Ini Bisa Jadi Pilihan Saat IHSG Diproyeksi Menghijau Hari Ini

 #Sindonews #BukanBeritaBiasa .https://t.co/0HGZ8hjEJU"
0,Mon Nov 01 00:42:44 +0000 2021,Jakarta,KATADATAcoid,Potensi tekanan harga komoditas bisa berdampak pada beberapa emiten dan menekan laju IHSG. Saham perbankan jadi rek… https://t.co/m6v4fGRzJJ
0,Mon Nov 01 00:42:01 +0000 2021,"Kota Cirebon, Jawa Barat",Pena_Adinda,"@anakgembala1234 Ya ampun cerah banget masa depan aku 😝

Kak Mon btw aku sangat salfok replyan yang saham 🤣"
0,Mon Nov 01 00:28:37 +0000 2021,"Jakarta, Indonesia",InvestorID,"Senin Pagi, Mayoritas Saham Asia Pasifik Dibuka Menguat https://t.co/KjNPFidjLq https://t.co/aD6Zcd8xVX"
0,Mon Nov 01 00:26:47 +0000 2021,"Surakarta, Jawa Tengah",kalembaekalem,@UNSfess_ La jare sakit yo di tumbaske obat to nder mosok di tumbaske saham
0,Mon Nov 01 00:26:32 +0000 2021,"Jakarta, Indonesia",Bisniscom,"Didukung Ekspor dan Kenaikan Harga Batu Bara, Ini Rekomendasi Saham PTBA https://t.co/lgXNvgS0iA"
0,Mon Nov 01 00:13:45 +0000 2021,jakarta,amien_xkw,"Berarti ada unsur kesengajaan membuat saham Garuda anjlok. Patut ditindaklanjuti, jangan biarkan mafia-mafia bebas… https://t.co/CzwOyy5NfX"
0,Mon Nov 01 17:34:54 +0000 2021,"Bekasi, Jawa Barat",nrdiansyh22,@studywithcery @naaichan @txtdarionlshop 1 minggu untung 10k modal berapa main reksadana?
0,Mon Nov 01 15:33:05 +0000 2021,"Semarang, Jawa Tengah",nomonoxx,"Sebagai orang yang sulit menabung di rekening biasa, nabung di reksadana jadi best option buat w. Kenapa? Karena ka… https://t.co/3CFP6ZgqEJ"
0,Mon Nov 01 13:53:45 +0000 2021,"Jakarta Selatan, DKI Jakarta",Jual003,kemana investasi reksadana
0,Mon Nov 01 13:42:11 +0000 2021,Semarang,ekkyfebr,"@mandiricare dear mandiri, mau tnya dong, kok email portfolio reksadana saya udh ga pernah diemail ya? terakhir bln november 2020."
0,Mon Nov 01 10:50:54 +0000 2021,"Jakarta Selatan, DKI Jakarta",ReksadanaSAM,"Download Aplikasi Reksa Dana SAM di Google Playstore dan di Appstore

#reksadanaonline
#appreksadanasam
#reksadana… https://t.co/a7bWdpthOq"
0,Mon Nov 01 09:15:46 +0000 2021,Jakarta,aan237,"malas mencari informasi tentang REKSADANA? sudah ada ebook GRATIS lho, klik &gt;&gt; https://t.co/04e0npsnni"
0,Mon Nov 01 09:00:30 +0000 2021,"Jakarta Pusat, DKI Jakarta",reksadanacom,"Tidak terasa ya sudah memasuki bulan november.

Apa kabar nih tabungan masa depan kamu?

#HelloNovember… https://t.co/4jIhXNlpS0"
0,Mon Nov 01 07:54:22 +0000 2021,"Cikupa, Indonesia",dannyramram,"Donlot aplikasi reksadana mulai dari ajaib, bibit, pluang, ipot bla bla bla ujung-ujungnya beli reksa pertama di ov… https://t.co/Sl5DrmVVsU"
0,Mon Nov 01 07:35:12 +0000 2021,Brebes - Jakarta,dybaleee,"@Saham_fess kalo emang uangnya bener2 ngga dipake, masukin reksadana pasar uang aja"
0,Mon Nov 01 07:31:26 +0000 2021,Jawa Barat,maghfirain,"Ngeliat reksadana minus 50rb panik.
Giliran usaha sendiri masih minus 600rb, masih santuy 🗿"
0,Mon Nov 01 07:01:24 +0000 2021,"Bekasi, Jawa Barat",mardhianto_,"@bankbsi_id 3. Kalau ada sisaan belanja recehan 50k-an biasanya aku pakai buat tambah² reksadana hehe, Alhamdulilla… https://t.co/TaYtraPaZ3"
0,Mon Nov 01 06:58:59 +0000 2021,"Bekasi, Jawa Barat",mardhianto_,"@bankbsi_id di gold investment, reksadana/or stock, 20% buat dana darurat, dan 10% untuk sedekah.
2. Dari 40% itu,… https://t.co/pcZpwKwHTY"
0,Mon Nov 01 06:30:46 +0000 2021,"Bogor, Jawa Barat",azConsulting_ID,"malas mencari informasi tentang REKSADANA? sudah ada ebook GRATIS lho, klik &gt;&gt; https://t.co/Ju3iWDhrX0"
0,Mon Nov 01 06:15:54 +0000 2021,Jakarta,aan237,"investasi perlu ilmu, salah satunya ada di ebook reksadana, FREE. klik &gt;&gt; https://t.co/04e0npsnni"
0,Mon Nov 01 06:14:56 +0000 2021,Jakarta,bareksacom,Kinerja produk reksadana sampai dengan tanggal 29 Oktober 2021. https://t.co/tcm76hcKAW
0,Mon Nov 01 06:14:55 +0000 2021,Jakarta,bareksacom,"#BareksaInsights hari ini

Pekan terakhir Oktober, Indeks Saham (IHSG) ditutup melemah tipis. Munculnya isu global… https://t.co/M0VB7figDS"
0,Mon Nov 01 05:36:55 +0000 2021,"Central Java, Indonesia",suuppp_,"@nanidlot @bankbsi_id Reksadana melimpah seru kali ya
#TerimaKasihSahabatBSI"
0,Mon Nov 01 05:30:54 +0000 2021,"Bali, Indonesia",ichsanhanafy,"@TimpalBali kalo mau invest untung 50% dalem sehari mending parlay binomo 😂
reksadana emg pasti dapet income tapi s… https://t.co/Izi3S4AwhU"
0,Mon Nov 01 05:10:16 +0000 2021,Jakarta,heyitsika,"Senang dah liat porto"" di reksadana, p2p lending duitnya tumbuh sendiri🥰 semoga kedepan konsisten"
0,Mon Nov 01 04:27:18 +0000 2021,"Bogor, Jawa Barat",hamstereu,Klo tau beli reksadana di sopipay dpt cashback mending pake sppay. Dr kmrn pake gopay gadpt apa apa heuhh
0,Mon Nov 01 03:52:04 +0000 2021,DKI Jakarta,cermati_ID,Pilihan Reksadana yang Bagus untuk Pemula https://t.co/Q0ITPXPjVP https://t.co/pfU5fTHjXY
0,Mon Nov 01 03:21:03 +0000 2021,"Bogor, Jawa Barat",azConsulting_ID,"investasi perlu ilmu, salah satunya ada di ebook reksadana, FREE. klik &gt;&gt; https://t.co/Ju3iWDhrX0"
0,Mon Nov 01 02:52:48 +0000 2021,"Batang, Indonesia",kebanggaanortu_,Mutual aku ada yang tau cara main bibit reksadana ga? Kalo ada aku mau tanya:)
0,Mon Nov 01 02:36:22 +0000 2021,dihidung jungkook,AisaAmalia,Ketagihan beli Reksadana tapi lagi males nyari duit 😪😴
0,Mon Nov 01 15:34:59 +0000 2021,"Jakarta, Indonesia",InvestorID,Pemerintah Kembali Tawarkan Green Sukuk Ritel https://t.co/GuXFBHkVSC https://t.co/FohV8Pe04K
0,Mon Nov 01 12:43:02 +0000 2021,"Jakarta, Indonesia",GATRA_com,"Sukuk ST008 Dirilis, Biayai Program Pencegahan Perubahan Iklim

#kementerian #keuangan #green #sukuk #ritel #gas… https://t.co/vKDbA141b5"
0,Mon Nov 01 11:46:50 +0000 2021,"Jakarta, Indonesia",IDX_BEI,"Ada kabar bagus nih untuk investor dan calon investor!👇

Pemerintah akan terbitkan Green Sukuk Ritel - Sukuk Tabung… https://t.co/4JoysJxul3"
0,Mon Nov 01 10:50:09 +0000 2021,"Jakarta Pusat, DKI Jakarta",ItjenKemenkeu,"Netitjen, Green Sukuk Ritel hadir kembali!

Untuk Netitjen yang ingin berinvestasi secara aman sekaligus berkontrib… https://t.co/c1RY4CvZOB"
